1733011200	238.71252771
1733014800	238.46775173
1733018400	237.58458959
1733022000	235.18301871
1733025600	235.98919803
1733029200	236.33693741
1733032800	235.74340887
1733036400	235.63205844
1733040000	235.89324758
1733043600	238.31133343
1733047200	237.35764019
1733050800	236.32943333
1733054400	237.28273690
1733058000	237.30970965
1733061600	238.13603022
1733065200	238.15641767
1733068800	238.80037340
1733072400	237.37989297
1733076000	237.14802851
1733079600	236.70680830
1733083200	235.53854294
1733086800	235.60427851
1733090400	237.63185315
1733094000	238.76718055
1733097600	237.11448390
1733101200	235.53057690
1733104800	237.30426255
1733108400	234.25611286
1733112000	227.66047837
1733115600	229.17257780
1733119200	228.11183642
1733122800	228.46149787
1733126400	228.33103376
1733130000	226.68108777
1733133600	226.85001778
1733137200	223.74075798
1733140800	224.53776379
1733144400	222.25245526
1733148000	226.34827205
1733151600	226.23652692
1733155200	229.75932241
1733158800	226.95700411
1733162400	223.04449991
1733166000	222.59880232
1733169600	224.41302722
1733173200	222.37867076
1733176800	222.03092860
1733180400	224.73283793
1733184000	226.24210547
1733187600	225.76539502
1733191200	223.79243669
1733194800	227.87980487
1733198400	227.85216542
1733202000	228.72322737
1733205600	228.27668464
1733209200	226.22554751
1733212800	226.07901405
1733216400	225.88896170
1733220000	224.76064387
1733223600	223.32028779
1733227200	225.63947233
1733230800	224.44420819
1733234400	217.95904652
1733238000	223.73011657
1733241600	223.73575204
1733245200	223.10047178
1733248800	224.09382044
1733252400	226.81270350
1733256000	227.92424018
1733259600	228.95050593
1733263200	237.91217073
1733266800	235.99131511
1733270400	235.08549182
1733274000	237.55213404
1733277600	238.90052166
1733281200	236.24513602
1733284800	238.11406175
1733288400	237.84622542
1733292000	237.87503625
1733295600	237.19955610
1733299200	236.71658317
1733302800	235.75615745
1733306400	235.84285456
1733310000	236.88746205
1733313600	235.99119334
1733317200	232.75079861
1733320800	231.66088162
1733324400	232.54208713
1733328000	233.72687842
1733331600	226.21147810
1733335200	229.14915433
1733338800	230.20069053
1733342400	233.40180549
1733346000	232.56975895
1733349600	230.63780311
1733353200	229.82680509
1733356800	229.06669921
1733360400	226.95667245
1733364000	226.05726134
1733367600	233.12254884
1733371200	233.17189155
1733374800	237.14753565
1733378400	234.92493623
1733382000	233.89437415
1733385600	234.26689944
1733389200	236.35920948
1733392800	237.39989848
1733396400	237.31716159
1733400000	240.99822421
1733403600	242.48356668
1733407200	240.34946172
1733410800	241.24128851
1733414400	238.77379416
1733418000	239.64896973
1733421600	240.56703206
1733425200	236.29890059
1733428800	232.88080522
1733432400	232.37623970
1733436000	233.85010412
1733439600	233.28909070
1733443200	236.88204418
1733446800	239.34442385
1733450400	244.36475613
1733454000	242.54984852
1733457600	241.60268588
1733461200	240.96731445
1733464800	238.96116511
1733468400	238.97991978
1733472000	239.20394359
1733475600	238.86451804
1733479200	235.80569526
1733482800	236.04441259
1733486400	234.22568854
1733490000	232.63914143
1733493600	234.46889414
1733497200	238.11378712
1733500800	238.57806864
1733504400	239.20154354
1733508000	239.91271385
1733511600	240.08456543
1733515200	239.76949309
1733518800	238.81366561
1733522400	238.23592198
1733526000	238.07341381
1733529600	237.08967983
1733533200	236.40123226
1733536800	236.06461420
1733540400	236.04842610
1733544000	235.11762689
1733547600	235.68071511
1733551200	235.70293406
1733554800	236.24566924
1733558400	236.61797118
1733562000	235.98954497
1733565600	238.54984495
1733569200	238.43847163
1733572800	238.67411895
1733576400	238.16003252
1733580000	239.14327088
1733583600	242.51788671
1733587200	241.14808372
1733590800	242.03303620
1733594400	240.87146207
1733598000	242.56239918
1733601600	241.60019371
1733605200	241.53597966
1733608800	241.73919623
1733612400	239.21123285
1733616000	238.73660295
1733619600	239.56196925
1733623200	239.43362504
1733626800	240.91892663
1733630400	240.82916757
1733634000	238.83594947
1733637600	236.97133992
1733641200	238.27796850
1733644800	237.88596516
1733648400	235.07820827
1733652000	234.20163290
1733655600	235.40053352
1733659200	236.23627258
1733662800	236.05671282
1733666400	237.59939382
1733670000	236.05615604
1733673600	237.52395564
1733677200	236.08213258
1733680800	236.74115422
1733684400	235.30679328
1733688000	236.32421721
1733691600	235.40599604
1733695200	235.76949244
1733698800	236.82799472
1733702400	237.25023526
1733706000	233.60975422
1733709600	232.65090343
1733713200	231.63008390
1733716800	231.90574028
1733720400	232.63588331
1733724000	232.49442753
1733727600	230.62575223
1733731200	231.79963085
1733734800	227.24955342
1733738400	226.75380347
1733742000	227.88675153
1733745600	226.22336314
1733749200	227.43982148
1733752800	229.12447163
1733756400	231.35420037
1733760000	224.44358405
1733763600	224.86102419
1733767200	223.35324907
1733770800	224.17529567
1733774400	222.16842042
1733778000	219.68934551
1733781600	218.18717860
1733785200	217.61316510
1733788800	217.31956230
1733792400	218.14300022
1733796000	218.98560042
1733799600	213.40029780
1733803200	215.23325915
1733806800	216.28152918
1733810400	216.21387391
1733814000	218.53029782
1733817600	217.31313197
1733821200	217.34571084
1733824800	217.16474956
1733828400	217.39681648
1733832000	216.38115080
1733835600	211.62394114
1733839200	214.77992693
1733842800	216.63047827
1733846400	207.82746319
1733850000	210.86070474
1733853600	205.09309330
1733857200	208.82340360
1733860800	212.07286576
1733864400	213.43766316
1733868000	214.46744799
1733871600	214.58975282
1733875200	213.52687206
1733878800	214.56506537
1733882400	212.27641916
1733886000	216.12537083
1733889600	218.66536700
1733893200	219.06873213
1733896800	218.12506333
1733900400	220.06896246
1733904000	218.76899572
1733907600	221.99645950
1733911200	222.45232914
1733914800	223.85580042
1733918400	225.11376354
1733922000	224.86996375
1733925600	226.70279681
1733929200	227.37360716
1733932800	228.98742789
1733936400	229.57925667
1733940000	227.78554111
1733943600	228.56785620
1733947200	230.36776029
1733950800	228.94747680
1733954400	229.40077760
1733958000	228.33578511
1733961600	227.42797705
1733965200	227.30760404
1733968800	226.23275668
1733972400	229.74515590
1733976000	230.47937148
1733979600	229.61164022
1733983200	231.55427416
1733986800	230.25267291
1733990400	230.10801397
1733994000	232.37501321
1733997600	232.25328499
1734001200	229.82191221
1734004800	230.05475503
1734008400	231.21544082
1734012000	229.64721987
1734015600	232.30210957
1734019200	231.46682405
1734022800	230.71169514
1734026400	234.11003119
1734030000	231.44097052
1734033600	227.18072706
1734037200	228.79869109
1734040800	227.94915705
1734044400	227.98985013
1734048000	227.01467710
1734051600	227.38949074
1734055200	225.90999668
1734058800	227.47933342
1734062400	227.70920229
1734066000	226.19362105
1734069600	225.75683416
1734073200	224.95320219
1734076800	224.82334684
1734080400	226.12870949
1734084000	225.37267821
1734087600	226.35575539
1734091200	225.88825974
1734094800	225.31848709
1734098400	223.89525700
1734102000	224.06385029
1734105600	221.24668293
1734109200	221.40955576
1734112800	223.42943708
1734116400	222.02735994
1734120000	223.52101597
1734123600	223.90143070
1734127200	223.72964723
1734130800	223.60724434
1734134400	224.59546332
1734138000	224.38405439
1734141600	225.74116265
1734145200	225.70797521
1734148800	226.14516323
1734152400	225.64892952
1734156000	225.88127075
1734159600	226.78172054
1734163200	226.15004147
1734166800	226.55129689
1734170400	225.98681867
1734174000	225.08433175
1734177600	224.57595350
1734181200	222.22408858
1734184800	221.25597654
1734188400	221.96716544
1734192000	222.58233860
1734195600	221.72993256
1734199200	218.34063396
1734202800	217.97494197
1734206400	218.05675939
1734210000	215.53604799
1734213600	217.46203002
1734217200	218.01372129
1734220800	219.88046495
1734224400	219.85733842
1734228000	221.32614554
1734231600	221.48141514
1734235200	219.61094524
1734238800	220.29656156
1734242400	220.09679108
1734246000	218.54114546
1734249600	217.10189244
1734253200	218.45406224
1734256800	219.21784638
1734260400	218.65750648
1734264000	218.50813786
1734267600	219.40281623
1734271200	220.09043218
1734274800	221.00977841
1734278400	220.57383408
1734282000	221.83161716
1734285600	221.28591177
1734289200	220.90286171
1734292800	221.57967995
1734296400	220.51160555
1734300000	216.91927367
1734303600	219.01636389
1734307200	224.53658893
1734310800	225.79284823
1734314400	225.58955413
1734318000	222.41863103
1734321600	221.06329784
1734325200	221.39607112
1734328800	222.17381589
1734332400	222.40688353
1734336000	222.70905777
1734339600	220.18063193
1734343200	219.39319707
1734346800	217.86317631
1734350400	214.02318766
1734354000	214.56816962
1734357600	216.11619519
1734361200	216.92952843
1734364800	217.11455457
1734368400	218.74355767
1734372000	219.38754581
1734375600	221.23405587
1734379200	218.87280564
1734382800	216.56835466
1734386400	218.47232500
1734390000	217.81276906
1734393600	216.62738532
1734397200	214.36685545
1734400800	214.67941212
1734404400	213.72150475
1734408000	215.38921894
1734411600	214.50489832
1734415200	215.11408377
1734418800	214.90171446
1734422400	215.57417203
1734426000	217.28496890
1734429600	221.76474639
1734433200	222.79243086
1734436800	221.83902168
1734440400	226.98468831
1734444000	223.74972280
1734447600	221.83720816
1734451200	220.50403647
1734454800	226.99291415
1734458400	227.12084567
1734462000	227.62133250
1734465600	227.69138692
1734469200	227.40187110
1734472800	225.44276068
